first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Steven,Defour,1,3,54,1068,13,386.4,249.2,96,6,245,73.3,5,0,1,0.2,,
Jonathan,Calleri,1,0,23,540,4,115,56.2,265,0,47,43.2,3,0,0,0.1,,
Fabio Pereira,da Silva,0,0,58,1847,30,273.9,355.8,39,8,347,67.1,6,0,8,0.4,,
Pablo,Maffeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Luke,McGee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Nathaniel,Chalobah,0,1,12,167,3,51.1,40.6,7,0,54,9.9,0,0,2,0,,
Aiden,O'Neill,0,0,3,85,4,5.1,7.6,8,0,16,2.1,0,0,0,0,,
Josh,Robson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Steven,Pienaar,0,0,15,802,13,134.4,90.8,98,0,77,32.3,2,1,5,0,,
Reece,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ashley,Fletcher,0,0,16,367,13,64.2,30.6,160,0,33,24.4,0,0,2,0.2,,
Ryan,Fraser,3,9,100,1764,32,536.5,338.4,332,8,345,120.7,7,0,3,1.2,,
Thomas,Robson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Javier,Manquillo,1,0,38,1430,28,98.7,242.2,66,0,210,40.8,2,0,2,0,,
Roberto,Pereyra,2,3,43,1036,17,239.3,168,141,2,186,54.7,3,1,2,0.2,,
Daryl,Janmaat,2,1,50,1614,33,222.3,309.4,254,0,261,78.8,2,0,2,0.2,,
Claudio,Bravo,0,0,73,1968,26,0,292.2,0,3,366,28.9,6,0,0,1.2,,
Edimilson,Fernandes,0,1,38,1002,18,109.9,107.8,209,0,148,42.3,3,0,4,0,,
Hiram,Boateng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Julien,Ngoy,0,0,5,49,1,12.1,7.4,46,0,16,6.5,0,0,0,0.1,,
Ben,Hinchcliffe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oliver,McBurnie,0,0,5,82,5,33,8,39,0,17,8,0,0,0,0.1,,
Maksymilian,Stryjek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Jack,Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Lucas,P�rez,1,1,20,272,2,105.4,65.4,163,0,83,32.9,1,0,0,0.1,,
Simone,Zaza,0,0,10,459,14,112.4,16.4,207,0,21,32.9,2,0,2,0.1,,
Sofiane,Boufal,1,1,40,1104,22,328.6,197,265,1,160,78.6,3,0,5,0.1,,
Stefano,Okaka,4,0,43,959,23,179.6,197.6,494,3,157,87.1,2,0,5,0.1,,
Patrick,Bamford,1,0,21,326,8,26.9,51,139,2,59,21.5,0,0,1,0.1,,
David,Marshall,0,0,32,1440,44,0.3,423,0,0,262,42.3,0,0,0,0.1,,
Shkodran,Mustafi,2,2,90,2274,30,159.7,598.2,364,8,513,112.4,8,0,11,1.4,,
Adrian,Mariappa,0,0,15,562,13,12.7,162.6,26,3,121,20.1,1,0,0,0.4,,
Will,Keane,0,0,8,280,10,50.1,2.8,39,0,9,8.3,1,0,0,0.2,,
Alfie,Mawson,4,0,94,2430,45,62,678,302,9,541,104.2,7,0,1,1.9,,
Didier,Ndong,1,1,67,2520,48,310.1,340.4,140,1,397,78.9,5,0,5,0,,
Jeff,Hendrick,2,1,76,2691,47,234.4,284.6,259,1,286,77.4,9,1,6,0.1,,
Marcos,Alonso,6,5,177,2693,19,420.4,618.2,536,11,675,157.6,15,0,2,16,,
Bruno,Martins Indi,1,0,106,3146,50,34.4,682.6,266,9,634,98.6,11,0,4,0.7,,
Adama,Traor�,0,1,52,1543,22,320.5,283.2,176,2,264,77.9,6,0,1,0.1,,
Pau,L�pez Sabata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Georges-K�vin,Nkoudou,0,0,8,54,0,7.7,17,26,0,25,5.2,0,0,0,0,,
James,Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Islam,Slimani,7,4,83,1281,23,268.4,338.2,516,9,271,111.3,5,0,1,0.6,,
�lvaro,Arbeloa,0,0,0,258,9,32.5,37,3,0,34,7.3,0,0,3,0.1,,
Dieumerci,Mbokani,0,2,27,764,16,107.3,52.4,235,0,43,39.6,3,0,0,0,,
David,Luiz Moreira Marinho,1,1,132,2954,26,158.1,651,280,10,675,109.1,15,0,6,5,,
Hal,Robson-Kanu,3,2,52,701,13,130.7,166.2,255,3,144,53.8,1,0,3,0.3,,
Moussa,Sissoko,0,3,43,909,5,274.2,133,212,0,162,61,4,0,3,0.1,,
Markus,Henriksen,0,0,20,638,13,62.9,52.4,60,0,75,17.4,0,0,1,0,,
Lee,Grant,0,0,106,2520,34,0,644,0,9,546,64.7,9,0,1,6.5,,
Victor,Anichebe,3,1,48,1219,21,195.3,210.4,505,5,166,90.4,3,0,2,2.2,,
Mathieu,Flamini,0,0,12,274,6,13.7,33,13,0,47,5.9,0,0,0,0.1,,
Michael,Sim�es Domingues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aleix,Garc�a Serrano,0,0,4,77,2,19.1,14,0,0,25,3.4,0,0,0,0,,
Jonathan,Benteke,0,0,1,7,0,0.3,5,9,0,3,1.4,0,0,0,0.4,,
Ezekiel,Fryers,0,1,9,188,7,36.3,41.6,8,0,38,8.6,0,0,0,0,,
Luke,Dreher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oviemuno,Ejaria,0,0,2,8,0,1.3,0,2,0,6,0.3,0,0,0,0,,
Ben,Hamer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lloyd,Isgrove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ben,Wynter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Jake,Hesketh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
George,Honeyman,0,0,7,235,4,42.7,34.2,29,0,30,10.6,1,0,1,0,,
Jeff,Reine-Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Olufela,Olomola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dominic,Solanke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Raphael,Spiegel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Sam,McQueen,0,1,23,616,9,58.4,123.6,25,0,132,20.8,1,0,0,0.1,,
Ainsley,Maitland-Niles,0,0,1,2,0,0,2.2,0,0,5,0.2,0,0,0,0,,
Kevin,Long,0,0,3,270,6,0.2,56.4,4,0,39,6.1,0,0,0,0.1,,
Dominic,Calvert-Lewin,1,0,17,347,7,10,53.2,82,1,46,14.1,0,0,1,0.1,,
Mateusz,Hewelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Stuart,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Daniel,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Thibaud,Verlinden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ryan,Allsop,0,0,3,90,1,0,33.8,0,0,17,3.4,0,0,0,0.1,,
Alex,Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matthew,James,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,,
Ben,Woodburn,0,0,5,86,1,12.6,7.4,34,0,14,5.4,0,0,0,0,,
Joshua,Sims,0,1,12,211,1,38.2,41.8,83,0,48,16.3,1,0,0,0.3,,
Andrew,Eleftheriou,0,0,0,52,2,0.8,5.2,0,0,4,0.6,0,0,0,0,,
Michael,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oluwatosin,Adarabioyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alex,Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Marcus,Browne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Domingos,Quina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Noor,Husin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aaron,Wan-Bissaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Josh,Maja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Rekeem,Harper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ethan,Robson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jonjoe,Kenny,0,0,1,13,0,0.6,0,0,0,2,0,0,0,0,0,,
Elliot,Embleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Declan,Rice,0,0,1,1,0,0.3,0.6,0,0,3,0.1,0,0,0,0,,
Charlie,Rowan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Michael,Folivi,0,0,1,10,0,0.1,0,0,0,2,0,0,0,0,0,,
Brandon,Mason,0,0,1,113,5,0.8,11.4,0,0,13,1.2,0,0,0,0.1,,
Carl,Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Harry,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Michael,Ledger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gabriel Fernando,de Jesus,7,4,67,651,5,165.9,335.8,436,12,258,92.9,3,0,2,14.7,,
Joey,Barton,1,2,37,1105,16,147.4,184.8,86,0,205,41.9,4,0,4,0.1,,
Ademola,Lookman,1,0,16,289,2,15.5,55.8,193,0,33,26.1,1,0,0,0,,
Wilfred,Ndidi,2,3,59,1521,28,93.8,313.6,357,2,288,76.4,4,0,0,0.7,,
Rudy,Gestede,1,0,21,533,12,148.4,79.4,254,0,80,48.1,1,0,3,0.1,,
Evandro,Goebel,0,0,18,576,10,171,42.4,20,0,88,23.2,3,0,1,0,,
Joel,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Luciano,Narsingh,0,3,25,416,8,105.7,74.4,60,0,75,23.9,1,0,0,0,,
Martin,Olsson,2,0,52,1252,18,149.5,262,114,3,234,52.6,4,0,2,0.8,,
Omar,Elabdellaoui,0,0,13,615,16,70.4,84.6,8,0,111,16.4,1,0,0,0,,
Joleon,Lescott,0,0,1,124,5,0.3,39,0,0,14,3.9,0,0,0,0.3,,
Mauro,Z�rate,0,1,8,204,3,52.8,18.8,71,0,27,14.3,0,0,0,0,,
M'Baye,Niang,2,2,49,1246,27,186.3,190,364,6,183,73.4,3,0,2,0.4,,
Andrea,Ranocchia,2,2,55,1330,31,39,444.4,158,9,299,64.2,3,0,2,1.3,,
Giedrius,Arlauskis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Robbie,Brady,1,3,39,719,11,253,151.2,116,4,143,51.6,1,0,1,0.2,,
Ashley,Westwood,0,0,13,551,9,64.3,50.8,2,0,68,11.8,1,0,3,0,,
Jordan,Ayew,1,4,39,867,7,122.5,141,219,2,122,47.9,5,0,1,0.6,,
Manolo,Gabbiadini,4,1,38,724,12,85,165.6,432,4,124,67.8,3,0,1,6.5,,
Alfred,N'Diaye,1,0,34,1273,30,98.3,158.8,137,2,177,39.1,4,0,7,0.8,,
Molla,Wagu�,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Luka,Milivojevic,2,0,42,1224,16,96.5,192.4,130,3,169,41.8,5,0,4,0.1,,
Kamil,Grosicki,0,5,43,1143,27,360.9,133.6,309,0,132,80.3,3,0,1,0.2,,
Thomas,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Baily,Cargill,0,0,1,13,0,0,4.2,0,0,5,0.4,0,0,0,0,,
Mouez,Hassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Daniel,Agyei,0,0,3,25,0,0.3,1,11,0,6,0.8,0,0,0,0,,
Mart�n,C�ceres,0,0,2,90,1,1.1,19.6,6,0,16,2.7,0,0,0,0,,
Harry,Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Connor,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matthew,Willock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Axel,Tuanzebe,0,0,14,303,4,27.7,32.6,18,0,69,7.8,2,0,0,0.3,,
Damian Emiliano,Martinez,0,0,8,180,3,0,30.6,0,0,35,3.1,1,0,0,0.6,,
Joe,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dion,Pereira,0,0,2,25,1,14.6,4.2,4,0,6,2.3,0,0,0,0,,
Matt,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
James,Husband,0,0,0,58,3,1.5,1.2,0,0,3,0.3,0,0,0,0,,
Joel Dinis,Castro Pereira,0,0,6,90,0,0,7.4,0,0,23,0.7,1,0,0,0.1,,
Eduardo,Dos Reis Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moses,Makasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nathan,Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rhian,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scott,McTominay,0,0,3,97,0,19.1,22.2,17,0,16,5.8,1,0,1,0,,
Angus,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Demetri,Mitchell,0,0,8,90,0,31.6,24.8,0,2,35,5.6,1,0,0,0,,
Elliott,Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Filip,Lesniak,0,1,4,5,0,11.2,18.6,0,0,14,3,0,0,0,0,,
Samuel,Shashoua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Zachary,Dearnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Joshua,Harrop,1,0,8,90,0,20.2,36.2,21,0,32,7.7,1,0,0,0,,
Daniel,Kemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Daniel,Batty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aaron,Ramsdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matthew,Worthington,0,0,1,17,0,0.7,1,0,0,3,0.2,0,0,0,0,,
Sam,Surridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Angel,Gomes,0,0,1,3,0,3.8,0.8,0,0,2,0.5,0,0,0,0,,
Kieran,O'Hara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gerhard,Tremmel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rene,Gilmartin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
